"","X.1","X","res.rownames","log_mean_counts","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logpadj","significant","change","SYMBOL","annotation"
"18157",18157,69821,"peak69821","1.504363182",31.94207916,0.157791155,0.400804844,0.393685749,0.693813064,0.747013881,0.126671328,"Not Sig","Unchanged","Plxna1","Promoter"
"18158",18158,69822,"peak69822","1.08061263",12.03961586,0.611704074,0.64054853,0.954969133,0.339593307,0.409632825,0.387605249,"Not Sig","Unchanged","Plxna1","Promoter"
"18159",18159,69823,"peak69823","1.264970427",18.4064666,0.810880261,0.552634194,1.467300195,0.142294411,0.193431397,0.713473032,"Not Sig","Unchanged","Plxna1","Promoter"
"18160",18160,69825,"peak69825","2.039724501",109.5782855,1.187988364,0.23379858,5.081247126,3.75e-07,1.31e-06,5.88180525,"Sig","Unchanged","Plxna1","Promoter"
"18161",18161,69828,"peak69828","2.785115143",609.6985231,1.015705254,0.203161753,4.999490489,5.75e-07,1.97e-06,5.704598973,"Sig","Unchanged","Plxna1","Promoter"
"18175",18175,69889,"peak69889","1.394982957",24.83035664,0.020353096,0.448225148,0.045408198,0.963781947,0.971911784,0.012373152,"Not Sig","Unchanged","Iqsec1","Promoter"
"18176",18176,69892,"peak69892","2.347365938",222.5184047,2.014992457,0.188693231,10.67866849,1.28e-26,1.59e-25,24.79921631,"Sig","Up","Iqsec1","Promoter"
"18177",18177,69897,"peak69897","2.024625673",105.8341128,-0.04695557,0.225920979,-0.207840681,0.835353368,0.868284797,0.061337803,"Not Sig","Unchanged","Iqsec1","Promoter"
"18178",18178,69900,"peak69900","2.853060521",712.9523757,1.586946393,0.129414027,12.26255319,1.44e-34,2.54e-33,32.59519693,"Sig","Unchanged","Iqsec1","Promoter"
"18179",18179,69902,"peak69902","2.760843017",576.5580186,2.451242186,0.13893875,17.64261007,1.16e-69,7.38e-68,67.13220011,"Sig","Up","Iqsec1","Promoter"
"18180",18180,69903,"peak69903","2.539269647",346.1542332,2.043626805,0.163407503,12.50632172,6.89e-36,1.29e-34,33.88836248,"Sig","Up","Iqsec1","Promoter"
"18181",18181,69905,"peak69905","2.812292691",649.0717252,0.454593955,0.135277422,3.360456969,0.000778137,0.001757584,2.755083929,"Sig","Unchanged","Iqsec1","Promoter"
"18182",18182,69908,"peak69908","3.243519495",1751.941076,2.233425781,0.115753106,19.29473744,5.95e-83,5.96e-81,80.22455391,"Sig","Up","Iqsec1","Promoter"
"18183",18183,69909,"peak69909","2.294276811",196.9140983,2.542507706,0.20974529,12.12188221,8.09e-34,1.38e-32,31.85971173,"Sig","Up","Iqsec1","Promoter"
"18184",18184,69920,"peak69920","2.144214642",139.3845516,0.010523241,0.234222737,0.044928349,0.96416442,0.972187995,0.012249746,"Not Sig","Unchanged","Iqsec1","Promoter"
"18247",18247,70177,"peak70177","2.26912285",185.8330053,-2.493978735,0.197760014,-12.61113753,1.83e-36,3.52e-35,34.45294464,"Sig","Down","Foxp1","Promoter"
"18248",18248,70180,"peak70180","1.545927777",35.15019807,-0.445737669,0.373416405,-1.193674576,0.23260529,0.296150135,0.528488065,"Not Sig","Unchanged","Foxp1","Promoter"
"18249",18249,70183,"peak70183","1.529806324",33.86930803,-1.714822955,0.45455072,-3.772566797,0.000161577,0.00040819,3.389137231,"Sig","Unchanged","Foxp1","Promoter"
"18250",18250,70184,"peak70184","1.817723672",65.72395241,-1.497376026,0.298064199,-5.023669497,5.07e-07,1.75e-06,5.756706669,"Sig","Unchanged","Foxp1","Promoter"
"18251",18251,70187,"peak70187","1.997445619",99.41355837,-0.098348382,0.234410967,-0.419555376,0.674810293,0.729836133,0.136774639,"Not Sig","Unchanged","Foxp1","Promoter"
"18252",18252,70192,"peak70192","3.100376448",1260.017126,-0.013874075,0.116387442,-0.119205948,0.905112194,0.924829186,0.033938473,"Not Sig","Unchanged","Foxp1","Promoter"
"18253",18253,70195,"peak70195","1.541225135",34.77163681,1.01253396,0.382782165,2.645196286,0.008164354,0.015168011,1.819071378,"Sig","Unchanged","Foxp1","Promoter"
"18260",18260,70236,"peak70236","1.705279641",50.73172632,-3.174485952,0.403591072,-7.865600048,3.67e-15,2.43e-14,13.61411547,"Sig","Down","Gxylt2","Promoter"
"18283",18283,70433,"peak70433","3.337164616",2173.524878,2.162923115,0.107053539,20.20412529,9.01e-91,1.2e-88,87.92214458,"Sig","Up","Bhlhe40","Promoter"
"18554",18554,71317,"peak71317","3.303203973",2010.036636,1.478840136,0.312704841,4.729188497,2.25e-06,7.25e-06,5.139839029,"Sig","Unchanged","Kcna1","Promoter"
"18567",18567,71385,"peak71385","1.305822656",20.2219325,0.51737759,0.495662362,1.043810525,0.296573061,0.364973422,0.437738761,"Not Sig","Unchanged","Tspan9","Promoter"
"18568",18568,71397,"peak71397","3.331036736",2143.071873,3.366538382,0.113248918,29.72689213,3.45e-194,1.24e-190,189.9080489,"Sig","Up","Tspan9","Promoter"
"18569",18569,71411,"peak71411","2.313079244",205.626576,-1.262823058,0.187120496,-6.748715841,1.49e-11,7.7e-11,10.11327152,"Sig","Unchanged","Tspan9","Promoter"
"18570",18570,71413,"peak71413","2.220027377",165.9691529,0.430284503,0.188045794,2.288189985,0.02212646,0.037251296,1.428858608,"Sig","Unchanged","Tspan9","Promoter"
"18571",18571,71414,"peak71414","2.263474921",183.431924,-0.003436721,0.186505445,-0.018426922,0.985298275,0.988610499,0.004974782,"Not Sig","Unchanged","Tspan9","Promoter"
"19231",19231,73262,"peak73262","2.346011016",221.8252686,1.228766708,0.175291294,7.009855898,2.39e-12,1.31e-11,10.88436446,"Sig","Unchanged","Dpf1","Promoter"
"19232",19232,73263,"peak73263","2.395446123",248.5685178,1.330460159,0.187264586,7.104707788,1.21e-12,6.75e-12,11.17077305,"Sig","Unchanged","Dpf1","Promoter"
"19233",19233,73264,"peak73264","2.237937099",172.9565839,1.424091086,0.217748219,6.540081454,6.15e-11,3.03e-10,9.518107697,"Sig","Unchanged","Dpf1","Promoter"
"19234",19234,73265,"peak73265","1.444279948",27.81505659,0.197189108,0.476999575,0.413394724,0.679317439,0.733921841,0.134350188,"Not Sig","Unchanged","Dpf1","Promoter"
"19235",19235,73266,"peak73266","2.517908252",329.5400873,0.558036263,0.15652305,3.565201814,0.000363576,0.000868536,3.061211969,"Sig","Unchanged","Dpf1","Promoter"
"19307",19307,73396,"peak73396","2.277392221",189.4053408,3.862724641,0.262273719,14.72783721,4.27e-49,1.3e-47,46.88764711,"Sig","Up","Scn1b","Promoter"
"19308",19308,73397,"peak73397","3.253137286",1791.171975,3.800082784,0.124372098,30.55414243,4.98e-205,2.23e-201,200.6516243,"Sig","Up","Scn1b","Promoter"
"19391",19391,73720,"peak73720","2.643059225",439.6015604,0.780366091,0.142849608,5.462850781,4.69e-08,1.8e-07,6.745282348,"Sig","Unchanged","Shank1","Promoter"
"19392",19392,73722,"peak73722","3.10850918",1283.834907,1.537216546,0.155465621,9.887823044,4.7e-23,4.88e-22,21.31175671,"Sig","Unchanged","Shank1","Promoter"
"19393",19393,73723,"peak73723","1.912498486",81.75201886,0.164118519,0.269565301,0.608826576,0.542639396,0.608884922,0.21546478,"Not Sig","Unchanged","Shank1","Promoter"
"19394",19394,73724,"peak73724","1.276575269",18.90493851,-0.280105497,0.527051923,-0.53145712,0.595102048,0.657624154,0.182022244,"Not Sig","Unchanged","Shank1","Promoter"
"19561",19561,73993,"peak73993","1.971697107",93.69083441,-0.080166103,0.246645989,-0.32502496,0.745162181,0.791320011,0.101647852,"Not Sig","Unchanged","Ptpn5","Promoter"
