"","p14_1","p14_2","p14_3","p60_1","p60_2","p60_3","p7_1","p7_2","p7_3","Gene"
"Lhfp",11.9201587424166,11.9257396971426,12.0043627877008,12.2073332987123,11.9751672496643,12.0920794538086,10.3543593025036,10.4433487413837,10.4383192606524,"Lhfp"
"Lhfpl1",4.2982061523158,4.40173776365751,3.94681959180372,4.34284185378424,4.32345067233676,3.94681959180372,4.56916238365795,4.4740014290903,4.50548537441962,"Lhfpl1"
"Lhfpl2",11.3408972517765,11.2496201823789,11.2658226623056,10.9520983279898,10.9633819710241,11.0276459273758,10.9437986525028,11.0703560774948,10.9858335963834,"Lhfpl2"
"Lhfpl3",10.9544353506863,11.0320007368274,10.7885587264178,10.3080834878971,10.7795411143191,10.6609089275103,11.1539906636761,10.9862250208826,10.4720102126907,"Lhfpl3"
"Lhfpl4",12.2308569258674,12.4403332343854,12.2431646268799,12.2526320058293,12.365943481038,12.2250503589089,11.983601936763,11.9996908157524,12.1777079825745,"Lhfpl4"
"Lhfpl5",7.13328250725455,7.21222091822431,7.37168492621257,7.62950535271111,7.70270604843682,7.34160965445694,7.06592284336866,6.96247440647515,7.08347747748121,"Lhfpl5"
"Lhpp",9.43359915906035,9.54817727808425,9.8391050962611,9.80335675911703,9.80089905575002,9.52201795794224,8.83231739783677,8.69132651417617,8.85276832101051,"Lhpp"
"Lhx1",11.1991605894414,11.205907839717,11.0922355436798,11.3518989096123,11.5526678278283,11.2721597158381,12.2137536012522,12.1440625983736,12.0679084784359,"Lhx1"
"Lhx1os",10.3084435134662,10.2918375636911,10.5229939865549,10.6914719858522,10.3871379478402,10.3193406648103,9.85831276380844,9.85147234201483,9.94874329314587,"Lhx1os"
"Lhx2",4.9812832044218,4.94805273773266,5.37173878818834,4.50514889364436,4.59553872099476,4.72626994137703,6.23428311445466,6.77980040452903,6.93734313658245,"Lhx2"
"Lhx3",5.64349697314594,5.64543640871385,5.6459636178439,5.6641265409647,5.51485425468901,5.58578689267351,6.48193294214335,6.1320647262716,6.3750579856124,"Lhx3"
"Lhx5",9.30523306851234,9.74433343004006,9.95101690715965,9.67505900586565,9.07643395907315,9.36935013170807,10.3996817533134,10.2447226914328,10.4708204179932,"Lhx5"
"Lhx6",5.41772579604538,5.48759417510111,5.6459636178439,5.1664440179768,4.99210659779452,5.18100727838128,5.2562692110534,5.77069638617292,5.54960147743089,"Lhx6"
"Lhx9",5.45283755948634,5.03945766442871,5.24851174476203,5.10709643209479,5.68930998632863,5.45511409477917,6.92086312969695,6.30081847301785,8.12596050897986,"Lhx9"
"Lias",10.2376947819609,10.3156637262986,10.2310351962111,10.2188766258976,10.187123524981,10.2290770560596,10.2660504666821,10.1407791958283,10.1118228321654,"Lias"
"Lif",5.48688590545995,5.39969429953076,5.15741732573034,4.90235884448628,4.8568339971039,5.26681991231849,5.34041187099615,5.29931068946088,5.32684084981997,"Lif"
"Lifr",9.94515032859521,9.60085275652492,9.37826151215636,9.67505900586565,10.3443742128958,10.4353746792582,10.2841501025766,9.98791800309473,9.65176590164084,"Lifr"
"Lig1",9.17582383039813,9.49195492136582,9.28811527420767,9.05217408933134,9.25936670480212,9.01512546814152,11.6216358871302,11.5172671411783,11.7749216559417,"Lig1"
"Lig3",11.1410264865649,11.2185996813796,11.145745559355,10.6405954298896,10.8290021460017,10.7006344820224,11.4061640110884,11.4120641098762,11.3130550884232,"Lig3"
"Lig4",9.0785194793344,9.1703896020371,8.96133838909716,9.00365893740611,9.1154765330731,9.03557333142795,8.8837188703937,9.1220428502186,8.91012772389492,"Lig4"
"Lilr4b",4.44254217144345,4.26915876137029,4.30570654161492,4.50514889364436,4.32345067233676,4.55346984993606,5.00897456605197,4.92002524512407,5.16714679173093,"Lilr4b"
"Lilra5",4.44254217144345,4.66175414106674,4.56528737666322,4.90235884448628,4.59553872099476,4.79865924143784,4.56916238365795,4.4740014290903,4.73210749613293,"Lilra5"
"Lilrb4a",4.64451239691233,4.7284351313303,4.56528737666322,4.50514889364436,4.59553872099476,4.64563940813467,5.62459407980661,5.54087273163577,5.10776852115503,"Lilrb4a"
"Lima1",10.179401143503,10.1079839840171,10.0613570560512,9.60527506748408,9.5288147465342,9.51111226777403,10.2244761768389,10.2397617666345,10.369757597483,"Lima1"
"Limch1",12.2748793945417,12.0997121394785,12.0294071119632,11.767865497408,12.3670985393385,12.2225465631041,11.6982894531277,11.6707310488144,11.6767013505236,"Limch1"
"Limd1",9.09560464956034,9.1151078437048,9.31227545012692,8.97038303190253,8.82031856613414,9.07067306181318,10.3436119015005,10.2197456411036,10.2923953227194,"Limd1"
"Limd2",9.37484811325029,9.54519365093347,9.51889318129931,10.0993848844667,9.87910957673443,9.86236484237015,10.8252043002054,10.8192021081496,10.9123650346758,"Limd2"
"Lime1",5.13334508598223,5.30416826538087,5.00254499174167,5.10709643209479,5.35328897252414,4.98291715482818,5.62459407980661,5.4660095438107,5.80354652201626,"Lime1"
"Limk1",10.8214884158354,11.1485995198391,11.1161245996234,10.2217053425097,10.7011007320667,10.3410507082487,11.9199218225224,11.9018180036989,12.2467554440453,"Limk1"
"Limk2",11.8998237734141,12.0479762825048,12.0563003734177,12.349230978212,12.4558156577305,12.3269868244796,11.6576546819823,11.6794580198839,11.9301391812001,"Limk2"
"Lims1",10.722122974856,10.6403086952122,10.3138330642168,10.0823663620358,10.1858147129378,10.3944322387867,11.4210634080059,11.392642596099,10.7334417953249,"Lims1"
"Lims2",9.63893687074118,9.85327192856438,9.96770119015578,8.88008514509754,8.90873183342972,8.98126572342865,9.73705912515699,9.50579333320542,10.1133487231374,"Lims2"
"Lin28a",4.86331195426415,4.78939785464179,4.8823193403231,4.34284185378424,4.69384908674737,4.29878195671709,5.06378069934473,4.85018350304565,4.97653352175322,"Lin28a"
"Lin28b",6.50361067198952,6.45371225715039,6.01275311636687,6.19368818130381,6.70972135232892,6.33023111442904,7.91668992076107,7.48728282710923,6.82056800452597,"Lin28b"
"Lin37",8.80636608780405,9.00644888143426,9.24083517551263,9.20587795578178,9.00099294239092,9.06571088184326,8.50540586111345,8.6469895625787,8.99541338775186,"Lin37"
"Lin52",9.05125506216743,8.93526394490569,9.19667857453254,9.56796270096186,9.37417853308213,9.53463784669585,8.3332160984456,8.54193290844946,8.11377982130084,"Lin52"
"Lin54",9.24526495041069,8.95339280199246,8.86658371238632,8.69685995459178,8.97696219379792,8.81671934907954,9.56263737035895,9.61329608923835,9.14024918860723,"Lin54"
"Lin7a",11.5013964387744,11.3044470857373,11.5300771937911,11.0985401751948,11.6526760259542,11.7772436569068,9.14883131753566,9.44241278986774,9.11912673274793,"Lin7a"
"Lin7b",8.37360402688837,8.37668800916244,8.63525747251283,8.70902097603312,8.67098885825444,8.71575886080186,8.30684196877288,7.95715854673865,8.43078227793225,"Lin7b"
"Lin7c",13.0796551565075,13.0204849469666,12.564975040323,12.1114694338719,12.1480739744257,12.3526566880723,12.8879850228468,13.1061454902465,12.1604706465167,"Lin7c"
"Lin9",8.69861716608488,8.72443500289564,8.50396210198663,8.55582863090529,8.56609964689169,8.57608203900779,9.26051810598227,9.23859095265106,8.80441990792483,"Lin9"
"Lingo1",12.1261567351487,12.2592734255393,12.2423080130086,10.5205410768139,10.7899145094155,10.5657764373074,12.2826015556661,12.1929995653455,12.5131877333411,"Lingo1"
"Lingo2",8.29959223534813,8.32185353583768,8.11113562881251,6.70835866726626,7.40955359683031,7.26506599597842,8.77581421359489,8.75537079473851,8.20844613403118,"Lingo2"
"Lingo3",11.4492232518544,11.6550438788887,11.7673008424696,11.8946751673204,11.9104870203567,11.7768644783359,10.1888913325114,10.5342781811651,10.7831743280544,"Lingo3"
"Lingo4",7.2258082196287,6.59098152287994,7.4294935463744,7.01754826972316,8.58610956946263,7.6189875750512,6.48193294214335,6.37780001191365,6.53396377799911,"Lingo4"
"Lins1",8.2911281986735,8.52055452788275,8.56745861446715,8.35882448476146,8.51273188674727,8.57258531322234,9.08827569672522,9.21854845371099,9.16695933638564,"Lins1"
"Lipa",9.67021493833033,9.70343760030253,9.85114500494482,9.61606798036902,9.48903176658376,9.52924284640761,9.81849963932026,9.74519647105258,9.47309856830091,"Lipa"
"Lipc",5.08534501197736,5.16162396037959,5.24851174476203,4.62854551761038,4.92715380788356,4.64563940813467,5.11555484286124,5.25326633833327,5.46572700750136,"Lipc"
"Lipe",9.10044913422965,9.29642486447868,9.13643608382475,9.11136981433183,9.31552313252629,9.08545784597442,8.8955511972048,9.09481097443558,9.56073071134421,"Lipe"
"Lipg",4.86331195426415,4.58756062908026,4.8150177324411,4.34284185378424,4.69384908674737,4.44335055821301,5.34041187099615,5.04469038380761,5.50843180518919,"Lipg"
"Liph",5.38146722834674,5.71710373260036,6.14241577818229,5.89704101589638,5.68930998632863,6.00050659887991,5.38012710352215,5.38582614006356,5.22317433573945,"Liph"
"Lipo2",4.64451239691233,4.58756062908026,4.45307066566371,4.73164010522718,4.47796538215946,4.86477231022008,4.6636280876042,4.59072332715974,4.50548537441962,"Lipo2"
"Lipo3",8.05647581357404,8.04954489627508,7.4294935463744,7.61225936700203,7.58779952877168,7.87403093476855,8.10215436309626,7.90148510790804,7.03208232554241,"Lipo3"
"Lipt1",7.09450129757875,7.05980945694452,7.04080270414103,7.2144102178939,7.09713834892733,6.75439950466318,6.96711798077891,6.96247440647515,7.23862523151361,"Lipt1"
"Lipt2",7.24360710462262,7.4814377922606,7.47723665015748,7.47579234382022,7.30641656711082,7.49078557028287,8.1325296233609,7.85663439201895,8.00583865026127,"Lipt2"
"Litaf",9.63560461786441,9.63352599593472,9.63487786479417,9.31591103894042,9.77675790471434,9.37537677552368,9.71220358054612,9.54654982279788,9.44428053719089,"Litaf"
"Lix1",8.44779954308975,7.840748100921,8.1507475257928,7.89468626964767,8.66723744857751,7.99417603499499,7.27260248687492,6.96247440647515,6.88017798094682,"Lix1"
"Lix1l",10.8222212089014,10.7499403666584,10.5701837395033,10.6532219085675,10.6044999967184,10.5953248525369,11.5001261399483,11.3993308974679,11.0855829992765,"Lix1l"
"Llgl1",12.1797423516008,12.2943325281053,12.3609663023632,11.9794179123643,12.1257275786711,11.8725953950763,12.3140434553798,12.3034954120065,12.6114655044381,"Llgl1"
"Llgl2",5.8579677899486,6.16152991987965,6.33360423659341,6.99088223076586,6.33529846286445,6.41344633291119,6.27258864205403,5.98951462806705,6.17048648187877,"Llgl2"
"Llph",7.64190696168826,7.43672930093662,7.2937181374937,7.88754995613243,7.7318463033144,7.73031544692556,7.74355125830077,7.76247755591941,7.39873875060861,"Llph"
"Llph-ps2",4.2982061523158,4.26915876137029,4.45307066566371,4.34284185378424,3.94681959180372,4.29878195671709,4.30797798885145,4.32062439631151,4.50548537441962,"Llph-ps2"
"Lman1",11.0569849549297,11.0410272184506,10.8385404307152,10.8304455359101,10.8857166668854,11.0263704422134,11.0904900435807,11.0612468502275,10.958931638549,"Lman1"
"Lman1l",5.13334508598223,4.84581432645964,5.29119760423459,4.62854551761038,4.47796538215946,4.79865924143784,4.6636280876042,4.32062439631151,4.97653352175322,"Lman1l"
"Lman2",11.8308639508786,11.8585536388253,12.0995120703434,12.1084163395411,12.0789117398709,11.9617001017163,11.3890202028126,11.4126151864396,11.5735205448932,"Lman2"
"Lman2l",10.4667967844903,10.6120820346919,10.7367828030237,10.9998387034439,10.9526496000062,11.0622869835353,10.5229280440972,10.3961973479491,10.6015918360618,"Lman2l"
"Lmbr1",10.5540835732188,10.5359981192091,10.5701837395033,10.3318416916331,10.4242374403834,10.5719096163793,10.1597774436726,10.3566467356278,9.94874329314587,"Lmbr1"
"Lmbr1l",9.43167889149838,9.64889436576448,9.70455855572954,9.4737889113457,9.3226891443583,9.17572739850755,9.87333747794131,9.84495262969145,10.066854710463,"Lmbr1l"
"Lmbrd1",12.4557523259918,12.1550465387555,12.2477246637335,12.6933406896944,12.8772103494989,12.9478990449204,11.3259955061978,11.333340373506,10.9392811951731,"Lmbrd1"
"Lmbrd2",5.34396695540261,5.16162396037959,5.44673706065815,5.37430765869741,5.81264870035768,5.75806367785852,5.38012710352215,4.92002524512407,4.97653352175322,"Lmbrd2"
"Lmcd1",7.52355660468942,7.77063906371464,7.74727687772911,7.53195911975587,7.17396656121223,6.86325620483262,8.41778811197167,8.21722044015672,8.60166981350994,"Lmcd1"
"Lmf1",9.20535280412282,9.3210590222603,9.43936523235557,9.07739574888388,9.18003907475005,9.01254895025089,9.02506207179422,9.07822125149139,9.3567787007147,"Lmf1"
"Lmf2",10.1907959681587,10.2047301236937,10.247068576393,10.0761276734483,10.1215525128499,9.96314860037719,10.7302122233842,10.5899138334471,10.9682358841864,"Lmf2"
"Lmln",9.50473598873439,9.4494979328661,9.28811527420767,9.27834779712336,9.65905385968414,9.44579668783678,8.80747831013036,8.75188658408264,8.92063276032887,"Lmln"
"Lmna",10.1090741871238,10.0669761166537,10.293023457708,10.5779590551181,10.4209039165039,10.1920109052611,9.45687358024065,9.51609100067568,9.93844970130823,"Lmna"
"Lmnb1",10.9736911470633,11.3276310939722,10.7932456626157,9.0297369056987,9.01285959321969,8.94118107161122,13.675871833343,13.6739968218342,13.6046621226008,"Lmnb1"
"Lmnb2",10.6313795135368,10.8008445378379,10.9685427121131,10.8661337181788,10.7856013236828,10.6813137384689,11.5598405771422,11.6315031763652,11.7893092615427,"Lmnb2"
"Lmntd1",6.20118393905133,5.48759417510111,5.61503236864361,6.2175882567456,5.62258834740449,5.52230525215835,5.68595371502043,5.34343561579378,5.62781666547599,"Lmntd1"
"Lmntd2",4.92434262379694,4.94805273773266,4.74130856299635,5.89704101589638,4.8568339971039,5.3072008708536,5.2562692110534,5.25326633833327,5.27628915649811,"Lmntd2"
"Lmo1",8.02104939776909,8.20547166332597,8.41333134704364,7.86592488057041,7.9825411904804,7.67900630695534,7.0869659576163,7.27872764728453,7.22727819610067,"Lmo1"
"Lmo2",9.8958700712772,9.98899140499715,9.90266868723788,9.30527822919233,9.31552313252629,9.19175621568222,9.82932715908425,9.87885687203915,9.86244677084768,"Lmo2"
"Lmo3",7.82944002409837,7.86497641666998,7.74078819008816,5.89704101589638,6.42989345158149,6.90903165372993,9.28994073475771,8.6803697227226,8.48374209252794,"Lmo3"
"Lmo4",10.2916083053895,10.2864889795519,10.4742079720868,10.2524604628591,9.89841648052138,10.1469407034195,11.1668498986289,11.0570231117318,10.8386470871145,"Lmo4"
"Lmo7",9.22544707734814,9.14301388955688,9.17528033550832,9.22856708203618,9.6285444024407,9.40317260660586,8.31568727739843,8.49265829387435,8.52106846554451,"Lmo7"
"Lmod1",6.67326485343293,6.41373834169559,6.1216820759491,6.75696550666559,6.69474903322988,6.88633175049564,5.59268446131846,5.82908566679985,5.92807115852138,"Lmod1"
"Lmod2",4.2982061523158,3.94681959180372,4.30570654161492,4.50514889364436,3.94681959180372,4.98291715482818,3.94681959180372,4.4740014290903,4.34308198590873,"Lmod2"
"Lmtk2",11.9398734998143,11.8103038752884,11.9945612176697,11.845555753838,12.3305585526296,12.1969832717644,11.3039906668373,11.3321757112533,11.4247898986388,"Lmtk2"
"Lmtk3",12.2961332163194,12.4016952170652,12.3445630203559,11.8982152322139,12.1298163902479,11.7738274565819,13.1800715262039,13.0445492076285,13.6231190644633,"Lmtk3"
"Lmx1a",6.61901242441426,5.71710373260036,6.53199740552705,7.61225936700203,6.00286523465285,6.97499855314037,7.94551688345299,7.21886478939604,7.01893406542497,"Lmx1a"
"Lmx1b",5.34396695540261,4.40173776365751,5.24851174476203,5.37430765869741,5.3959343917617,5.38365220440539,5.68595371502043,5.38582614006356,5.50843180518919,"Lmx1b"
"Lncenc1",4.44254217144345,4.7284351313303,4.56528737666322,3.94681959180372,4.59553872099476,4.55346984993606,6.25357383753303,5.64482518678663,5.58936028822629,"Lncenc1"
"Lncpint",4.55248688125715,3.94681959180372,4.56528737666322,5.37430765869741,5.30889509069651,5.087128098259,4.30797798885145,3.94681959180372,4.34308198590873,"Lncpint"
"Lncppara",9.2187800773177,9.35893859012891,8.66969746416488,9.0069446252434,9.0158110401862,8.66084622329965,9.09342037405979,9.03875223489667,9.0915060750474,"Lncppara"
"Lnp1",6.21990547488893,5.42976805133676,5.89373754163788,5.62689365450514,5.3959343917617,5.18100727838128,4.88806911319733,5.04469038380761,5.22317433573945,"Lnp1"
"Lnpep",12.5047291578435,12.213512078669,12.009406554674,12.2155147060784,12.6777773914415,12.7598267918011,11.4169685757979,11.5799380768404,10.8723772197814,"Lnpep"
"Lnpk",10.3537519943934,10.1961983483785,9.69957261073018,10.0651446012285,10.4903998674589,10.4257313715977,10.4325092360545,10.3669209375274,9.49901829990578,"Lnpk"
"Lnx1",9.84484581306977,9.73912127689547,9.7789262492547,9.95045218417562,10.0499829310709,9.85519709796995,9.50398216607,9.62856193789246,9.39994341530011,"Lnx1"
"Lnx2",10.0489822947359,9.90189030670143,10.0780999426147,10.1462930616111,10.4086146533133,10.0334151708981,9.30332039500496,9.45531382708517,9.43210085993122,"Lnx2"
"Lockd",6.80024150424933,7.22734601915035,6.80958921286569,5.10709643209479,4.32345067233676,4.79865924143784,8.93907599808546,9.09755744637762,8.81947005640985,"Lockd"
"Lonp1",11.4685420008392,11.52786773688,11.4916660711561,11.6883102600651,11.6992781193519,11.4964538029595,11.7451787420947,11.7169739653823,11.9391999011675,"Lonp1"
"Lonp2",11.4699454621208,11.5732264697041,11.6198781614722,11.8377418934116,11.6873056453383,11.7427120665624,11.1472088461103,11.1786466490752,11.2012895190068,"Lonp2"
"Lonrf1",9.10768544787465,9.34184393638253,8.74913770716942,9.0426009230498,9.0507645184946,8.84306777189596,9.64899613031878,9.4828761224701,9.50135168916096,"Lonrf1"
"Lonrf2",12.5953907854334,12.6253886931947,12.4703585837195,12.3900319182207,12.7122706501729,12.6406892839612,11.9173876795344,12.0059124716269,11.9135975243516,"Lonrf2"
"Lonrf3",6.94965787029298,6.77932145063621,6.78420995720074,6.67497737081629,7.61153383195442,7.33330631471764,7.62002875487707,7.44448009564157,7.50563758479885,"Lonrf3"
"Lor",6.20118393905133,6.30095680975031,6.80958921286569,5.04383898986576,5.05265330721615,5.55447949299364,7.48477358092758,7.56122326748839,7.53344853642552,"Lor"
"Lox",9.18725286597152,8.20547166332597,8.37207069885011,7.03069349305157,6.44804235040899,6.92024464271323,8.01242173542768,8.14987808556449,7.53344853642552,"Lox"
"Loxhd1",5.41772579604538,4.94805273773266,4.94452400717006,5.76938450298624,5.62258834740449,5.93253770424769,4.30797798885145,4.4740014290903,4.50548537441962,"Loxhd1"
"Loxl1",8.11043477686883,7.61916322029288,7.81059224724661,7.71273851000368,6.99175855143947,7.15609986089894,9.63671982478249,9.61521318451118,9.99085947042103,"Loxl1"
"Loxl2",8.25676403512122,7.4751363513226,7.89477077672882,7.08207698221831,6.29551336402215,6.60855859894394,7.94551688345299,7.94497247094989,7.66489502109034,"Loxl2"
"Loxl3",8.84730395881518,8.85797155136731,9.08380969044116,9.22292821007697,8.8337644437528,8.96802777137584,9.2921793232759,9.32079188265971,9.39743978897505,"Loxl3"
"Loxl4",4.92434262379694,4.58756062908026,5.15741732573034,5.1664440179768,4.47796538215946,5.18100727838128,5.34041187099615,5.15449033471646,5.27628915649811,"Loxl4"
"Lpar1",11.2204402471995,11.0202349315276,11.2049827551955,10.7785664551092,10.8800635971125,10.8623490997,10.1313140596397,10.1381154797637,10.0778381559659,"Lpar1"
"Lpar2",6.12351957082833,6.31558374211655,6.14241577818229,5.6641265409647,5.6564144213422,5.70333229838485,8.055349514949,7.56122326748839,7.9925880147877,"Lpar2"
"Lpar3",5.38146722834674,5.36877742123738,5.58327036839508,4.90235884448628,5.68930998632863,4.98291715482818,5.68595371502043,5.67754319579277,5.73627095072821,"Lpar3"
"Lpar4",7.26989205021515,6.84999143915912,6.20272293391394,6.35261300267403,6.23351935304153,6.02238456813421,8.1325296233609,8.0048914414316,6.80525763685115,"Lpar4"
"Lpar5",5.55207922111469,6.00552659727707,6.07920064953363,4.73164010522718,4.77976856806867,4.79865924143784,5.82700693488674,6.06274774589844,5.86735368293733,"Lpar5"
"Lpar6",8.22600535211503,8.0410725981303,8.06522358420426,7.31415322534628,7.38216117346705,7.7048914708278,8.37189079650331,8.37065581485038,7.75412770097127,"Lpar6"
"Lpcat1",11.3030772848112,11.3995762997739,11.4080720066763,10.6042082434759,10.5072629765819,10.619212392313,12.0076266562155,11.9886455390131,11.9849196852874,"Lpcat1"
"Lpcat2",7.70719404050498,7.53692823162068,7.50819693648121,7.70463036084293,7.73903935650887,7.83358562952026,7.51596079090229,7.35479734626658,7.43854812973642,"Lpcat2"
"Lpcat3",10.3456192523971,10.3313319369608,10.3745188580614,9.90893088541403,9.92690061743262,9.86664844819387,10.2291551685801,10.229788428311,10.2747767720276,"Lpcat3"
"Lpcat4",11.3140589658931,11.3917111799866,11.5244507897633,11.8817691167214,12.0316186436687,11.7009522474057,10.1719797356787,10.2533634592948,10.6188816785287,"Lpcat4"
"Lpgat1",12.9673852024606,12.7930015149359,12.4578677784881,13.0152524292953,13.6427817466995,13.5202098578035,11.9963505482436,12.1569467665396,11.7584403340587,"Lpgat1"
"Lpin1",10.0070535406413,9.8362878388592,9.81471940899214,10.4571463185833,10.9356214414035,10.6567930974571,9.65770135401729,9.76949953171509,9.99583173902315,"Lpin1"
"Lpin2",11.2209960210895,11.2063799046012,11.1825319652144,11.2620223567952,11.3147959243274,11.4652592525305,11.4040967921718,11.4159172323698,11.5054350566686,"Lpin2"
"Lpin3",7.63521080208624,7.84562671817685,8.23606641992407,7.2484458110097,7.28683007284024,7.137091523108,6.0688683619773,6.4327774958085,6.55258228467722,"Lpin3"
"Lpl",7.98997063860065,7.9122354847416,7.13357611832757,6.51383581865078,6.29551336402215,6.44534649066085,9.97573564710255,9.90259521261972,9.45876157621548,"Lpl"
"Lpo",6.90536504259393,7.0682561948879,6.90671418682856,6.14454789305473,6.877801210931,6.90903165372993,6.64904506902105,6.63282613061681,6.74226888589305,"Lpo"
"Lpp",9.89308226510845,9.31055305018893,9.25903004523963,9.56796270096186,10.0728208295272,10.2749148928886,9.27869532624105,9.09481097443558,8.83806410685229,"Lpp"
"Lppos",6.76335628998742,6.6716715441053,6.97536325340652,7.67172900068989,7.48869567071231,7.6189875750512,6.39862087522436,6.21912882927709,6.64205660367356,"Lppos"
"Lpxn",5.45283755948634,5.42976805133676,5.86853267452967,6.09349472838366,5.62258834740449,5.52230525215835,5.74433904876075,5.64482518678663,5.80354652201626,"Lpxn"
"Lrat",5.17909324741218,5.45905202683688,5.15741732573034,4.97593095163481,4.59553872099476,5.38365220440539,5.62459407980661,4.92002524512407,4.82218725230798,"Lrat"
"Lrba",10.773040189786,10.5487125642671,10.582872204242,10.9563498764772,11.1587959663056,11.187962736707,10.9280586895059,10.9698424186832,10.776448971489,"Lrba"
"Lrch1",10.4336120002971,10.4113182249765,10.3289765898273,10.3370685630019,10.6611627751892,10.5230028166477,9.71887373675037,9.60367218324743,9.64333938412192,"Lrch1"
"Lrch2",10.6677125068549,10.6042218773756,9.70952731696877,9.75535295366994,10.0784742366918,9.91156551805449,10.754755927172,10.9403352530451,9.80127491544006,"Lrch2"
"Lrch3",10.9206198541609,11.0277333573906,10.8875788344819,11.0587593587084,11.1969719463101,11.3223917819673,11.259519481301,11.1265253681312,11.2332139772733,"Lrch3"
"Lrch4",4.7250186872057,5.16162396037959,5.00254499174167,5.04383898986576,4.69384908674737,4.44335055821301,4.82037893055,4.68833319517471,4.90292144618743,"Lrch4"
"Lrfn1",10.5452337553899,10.6727842683351,10.5855766999141,9.88414625101953,10.1008688116486,10.0244973807401,11.0334569987376,11.1518315188118,11.5296321960771,"Lrfn1"
"Lrfn2",6.45768739993479,6.28616800911513,6.82210702074561,5.76938450298624,5.75253210650042,6.08587930424912,7.49263474926967,6.95019046659743,7.53344853642552,"Lrfn2"
"Lrfn3",9.6767142038003,9.68999402636455,9.76467472985599,9.66261969764283,9.74333466281084,9.45909873871411,9.70718063335519,9.62666252415601,10.0220647745412,"Lrfn3"
"Lrfn4",10.4909633262143,10.5745416794776,10.7569171513342,10.6106965752744,10.6152344438041,10.3369405784879,11.2171703138831,11.0584323991232,11.3632876614198,"Lrfn4"
"Lrfn5",9.32605947953099,9.39915692795763,9.20608783088326,9.49499470847458,9.50801327002365,9.61662512422819,9.47472021646098,9.42065107497569,9.2046868520387,"Lrfn5"
"Lrg1",4.79729798369832,4.94805273773266,4.8823193403231,5.6641265409647,5.58776834821306,5.95559847971771,4.45625851106335,4.68833319517471,4.50548537441962,"Lrg1"
"Lrguk",5.58334850753548,5.59515262014591,5.73423848422387,5.54871353689231,6.23351935304153,6.25972870646106,6.73229534596732,6.08626561480333,6.17048648187877,"Lrguk"
"Lrif1",9.42203898782899,9.2785675779699,8.88428218510975,9.34993562906542,9.37647581058267,9.28007846443862,9.21640530957428,9.32782471588553,8.53025056516994,"Lrif1"
"Lrig1",12.2820876206408,12.2153894367053,11.8118632164638,12.6925763904385,12.7965606510213,12.6367246048426,12.1148424857768,11.9830910260138,12.1347856905907,"Lrig1"
"Lrig2",10.3868230845617,10.413773255164,10.1529513791158,10.4690982480421,10.6891426580666,10.6731864189005,10.234982641771,10.2471967693187,9.99748535921398,"Lrig2"
"Lrig3",7.82944002409837,7.66410778865059,7.68102317518164,7.69647587855866,7.75331765363443,7.63254513502121,9.82005141482908,9.54453913648904,9.42720002264729,"Lrig3"
"Lrit3",4.55248688125715,4.50284177895054,4.45307066566371,4.62854551761038,4.69384908674737,4.64563940813467,4.82037893055,4.68833319517471,4.34308198590873,"Lrit3"
"Lrmda",4.44254217144345,4.66175414106674,4.74130856299635,4.90235884448628,4.92715380788356,5.18100727838128,4.30797798885145,4.4740014290903,4.34308198590873,"Lrmda"
"Lrmp",5.72839567894841,5.48759417510111,5.81654836995818,5.32605806654545,5.10949603477481,5.3072008708536,5.92933417975487,6.03879550240622,6.09460646976343,"Lrmp"
"Lrp1",14.0228201746818,13.6802968970707,13.8908583502781,13.710892926099,14.5550979884702,14.219403039992,13.1252850601552,13.0594050327887,13.5118447489076,"Lrp1"
"Lrp10",10.9355964231279,10.8674311783526,10.9392399517626,11.0674328093711,10.8473283169712,10.69502594804,10.8648269974475,10.829143922477,11.2012895190068,"Lrp10"
"Lrp12",11.3072706456478,11.226533930991,11.1211038571387,10.9665027574728,11.165450526505,11.1070167464647,11.2248035054268,11.2684542777253,10.8723772197814,"Lrp12"
"Lrp1b",9.96386906962581,9.49813982040113,9.28811527420767,9.17700464753453,10.0427712742031,9.8836567379118,9.11887169300727,9.20077959754962,8.80441990792483,"Lrp1b"
"Lrp2",5.22283915066365,5.12260116467598,5.24851174476203,4.97593095163481,5.30889509069651,5.13519563191127,7.13823627460158,6.80741080470902,6.41656587834131,"Lrp2"
"Lrp2bp",6.30974745237168,6.6716715441053,6.87108123048102,6.53270614922102,6.6488314729274,6.66339345679163,6.30982347862127,6.21912882927709,6.41656587834131,"Lrp2bp"
"Lrp3",11.8114366532771,11.9591753383108,11.8926988248754,12.0124587093558,12.0006952386872,11.8035415143288,11.8608566013626,11.8461997965204,12.1904118168605,"Lrp3"
"Lrp4",9.94110735963938,9.61087540989227,9.59246964370211,9.01022283364369,9.50801327002365,9.13840624787673,9.97851738421242,9.88839915538964,10.0301656866274,"Lrp4"
"Lrp5",9.30523306851234,9.04710787181383,9.24768520526649,9.12352800896749,9.23425122100274,9.01512546814152,9.89705605772765,9.79339971854986,10.0350044799021,"Lrp5"
"Lrp6",11.3586843751486,11.1705392648549,10.9342977605399,11.124464044627,11.3111996782385,11.5083797765163,11.311179122133,11.2733170801571,10.9614751175233,"Lrp6"
