"","p14_1","p14_2","p14_3","p60_1","p60_2","p60_3","p7_1","p7_2","p7_3","Gene"
"Flot2",11.6769338122087,11.5852544757952,11.7172135730251,11.5589751957942,11.6503059315522,11.5251831530743,11.0520596807981,11.0654582578081,11.3905967134176,"Flot2"
"Flrt1",8.34935476162492,8.0153508971142,8.14585546454378,8.73303893467641,9.49115320879204,8.89155830985964,7.86932364597819,7.6084656585521,7.76196983961718,"Flrt1"
"Flrt2",9.59156946745033,9.29642486447868,9.13397318589197,9.48560840538967,9.53705200574787,9.71810354059113,10.3955252810172,10.2558227712835,9.57187456795829,"Flrt2"
"Flrt3",9.81127555060326,9.58059594276605,9.33817807786981,9.79957472462178,10.1311043149208,10.0894634860994,9.27643567454702,9.32079188265971,9.03462312287937,"Flrt3"
"Flt1",10.7985851937329,10.3313319369608,10.7081140506151,10.9444138201369,11.3584278490459,11.5010523908431,10.1111768134624,10.0416432431483,10.0024348726704,"Flt1"
"Flt3",9.44316230636353,9.41885289593757,9.61559549363884,10.5911433594313,10.7864649932045,10.5657764373074,8.02327486698887,7.90777908645902,8.15001581011104,"Flt3"
"Flt3l",6.6051080272628,6.34436684991408,6.36875965718274,7.23719147938867,7.28683007284024,7.04822624350174,6.74569534669289,6.4327774958085,6.69307223637729,"Flt3l"
"Flt4",7.97945935663369,7.53692823162068,8.1507475257928,7.50415302276324,8.17479939309367,7.79798351889446,8.44625013887216,8.21215100725949,8.14403970703152,"Flt4"
"Flvcr1",9.4992458168503,9.57913807656001,9.14868780426353,9.43041773759944,9.37876943189717,9.40120487111608,9.68179999333869,9.63235327396823,9.21040438623862,"Flvcr1"
"Flvcr2",7.88121417926875,7.92611407622895,7.98527522160563,7.72881791630567,7.8887621108305,7.94623818969345,8.31127143403972,8.29118853132315,8.33967550680687,"Flvcr2"
"Flywch1",12.5307387952724,12.4357106809102,12.5403290149492,13.6046680049334,13.7972964434103,13.5228125930582,11.8059393670159,11.8559573837164,12.2133562776699,"Flywch1"
"Flywch2",9.14567691142642,9.1251364619592,9.35941352601166,8.91898135166987,8.5334930416231,8.38592563201934,8.19621540514822,8.25714384810946,8.77769741053912,"Flywch2"
"Fmc1",9.62891691538806,9.61799202341646,10.0883074664946,9.9124370259229,9.3226891443583,9.32644282206824,9.10365492909345,9.34410240005525,9.64333938412192,"Fmc1"
"Fmn1",7.81175677129955,7.18147566808774,7.21120362119014,8.40942237742235,8.97696219379792,9.10735431152809,6.36380266837084,6.53646363752136,6.47653252421161,"Fmn1"
"Fmn2",11.383223557404,11.3896342647669,11.0979293345385,11.2300724237101,11.7568129263356,11.5001338452246,11.1428764844922,11.1116689379408,10.914116799423,"Fmn2"
"Fmnl1",10.8591084782771,10.9339326218552,10.8064432060962,11.5141134158152,11.6273526880072,11.33841191634,9.89411248406738,9.94740995934937,10.2569403279791,"Fmnl1"
"Fmnl2",11.9499660427914,11.9179789868725,11.5169146194124,10.9141342993904,11.170752160434,11.1591564359573,11.9210065225945,12.1050459454656,11.5768419083367,"Fmnl2"
"Fmnl3",9.31984309985671,9.23663600969974,9.21543603484969,8.88366490989582,9.02169584963326,8.98389877260507,10.3262477235467,10.072664184451,10.3031314933919,"Fmnl3"
"Fmo1",8.55766892412971,8.47103557776535,8.29467636229569,7.61225936700203,7.3913508748628,7.55632941290368,9.65422556989266,9.38063226291826,9.40742830397561,"Fmo1"
"Fmo2",4.44254217144345,4.84581432645964,4.94452400717006,6.43562316525802,6.33529846286445,7.26506599597842,5.00897456605197,5.04469038380761,4.50548537441962,"Fmo2"
"Fmo4",4.79729798369832,4.58756062908026,4.65918668651895,4.50514889364436,4.32345067233676,4.72626994137703,5.21151242391513,5.04469038380761,4.73210749613293,"Fmo4"
"Fmo5",7.4793195648873,7.3219008281614,7.53098267967413,7.76824155105619,7.76745459994669,7.95703061136238,6.39862087522436,6.41469918410807,6.53396377799911,"Fmo5"
"Fmod",10.2177817391052,8.54169398453385,9.23854457605661,10.6636601950525,10.2844941228088,10.3694982596665,8.11235111755119,8.35234935500553,8.94485048661655,"Fmod"
"Fmr1",11.9935531273096,11.8155734603337,11.2607555348281,11.3350191667153,11.5480919228963,11.5498049226848,11.9403929422423,12.0536832487159,10.935836233501,"Fmr1"
"Fmr1nb",4.2982061523158,3.94681959180372,4.30570654161492,3.94681959180372,3.94681959180372,4.55346984993606,4.45625851106335,4.59072332715974,3.94681959180372,"Fmr1nb"
"Fmr1os",4.7250186872057,4.66175414106674,4.45307066566371,4.50514889364436,4.92715380788356,4.72626994137703,4.88806911319733,4.68833319517471,4.82218725230798,"Fmr1os"
"Fn1",12.3656375717994,11.3289323204845,11.8573298492326,11.253755570818,11.1120232970181,11.371938004295,12.0352703089622,12.0179137411308,12.2183271032174,"Fn1"
"Fn3k",9.39469910109288,9.47480831962537,9.77102613612103,10.1131612802892,10.2397871306427,10.0206585237449,7.8572328780202,7.98122387200647,8.02548756474818,"Fn3k"
"Fn3krp",9.97709237633976,10.0998751677439,10.0312503043758,10.5889543272215,10.6845168724659,10.4315250896358,9.15130005346112,9.28027750814783,9.29892767820892,"Fn3krp"
"Fnbp1",13.9669297696715,13.9502265365181,13.8867529450506,13.7121504676079,14.0690669077589,13.7630482480686,12.5659494691706,12.6634520872921,12.930081593113,"Fnbp1"
"Fnbp1l",11.7014352549898,11.9619735682143,11.2385899529549,9.88414625101953,9.59737526867433,10.1805880362079,13.2812402230023,13.1929110286569,12.7429380953364,"Fnbp1l"
"Fnbp4",11.608495430085,11.6376479912569,11.2055688727265,11.449228699631,11.4978300356397,11.4909160776668,11.8502669002217,11.8776736042474,11.8835148305096,"Fnbp4"
"Fndc1",7.09450129757875,6.83016398816823,6.9641532267066,6.04035857781257,6.02785926255307,6.08587930424912,8.21525552253675,7.79682153902966,8.0448706296207,"Fndc1"
"Fndc10",10.9054861615207,10.7813317782587,11.014089336233,11.5129593692238,11.3326438947778,11.3450774493237,9.5956311208052,9.76777711918425,9.81259184650193,"Fndc10"
"Fndc11",3.94681959180372,4.26915876137029,4.30570654161492,4.62854551761038,4.47796538215946,4.29878195671709,4.30797798885145,3.94681959180372,4.50548537441962,"Fndc11"
"Fndc3a",11.0700001295757,11.0367864973253,10.7229291314879,10.7277393863145,10.8857166668854,10.945678026388,11.2560852384262,11.2401705160819,10.7783737036749,"Fndc3a"
"Fndc3b",10.1656074376258,9.75082223533335,9.74545088844358,8.93286888138375,8.8733645214499,9.1618450248783,9.44887025237366,9.29231220161991,8.88531371168206,"Fndc3b"
"Fndc3c1",3.94681959180372,3.94681959180372,3.94681959180372,4.34284185378424,3.94681959180372,3.94681959180372,4.88806911319733,4.77365013334238,4.73210749613293,"Fndc3c1"
"Fndc4",11.4610337267129,11.670522820773,11.8643991256834,12.0351451079342,11.8654250483147,11.8124486856925,11.7365793146903,11.6876772614231,11.9370477428444,"Fndc4"
"Fndc5",12.3972073747627,12.4019013079979,12.5412579774847,13.2760664669896,13.2685368600479,13.184265013206,9.99372175291582,10.2619527664355,10.5862913243425,"Fndc5"
"Fndc7",4.64451239691233,4.26915876137029,4.56528737666322,4.82166923979832,4.77976856806867,4.79865924143784,5.06378069934473,4.85018350304565,4.82218725230798,"Fndc7"
"Fndc8",6.41015472664086,6.6261445933187,6.41982922821462,7.01754826972316,7.17396656121223,6.63624936917265,6.17466548177758,6.26060053075631,6.41656587834131,"Fndc8"
"Fndc9",5.48688590545995,5.78477464189227,5.44673706065815,5.58845439828126,5.6564144213422,5.18100727838128,6.27258864205403,6.28086111868693,6.49594669419704,"Fndc9"
"Fnip1",11.1666407061891,10.8698172101476,10.7171857783161,11.0372462271953,11.2973304133123,11.3501839066083,10.6133899457035,10.6575003737349,9.85699170096818,"Fnip1"
"Fnip2",10.1340806015554,9.89721856490112,9.83759301414516,9.75535295366994,10.3745563144673,10.1172906430436,9.27190571245698,9.29470712556544,9.34383318423896,"Fnip2"
"Fnta",11.5909737154764,11.6550438788887,11.6717015966892,11.623488499945,11.4829896716518,11.6110710227481,11.1147105359662,11.2376846490581,11.2808324949337,"Fnta"
"Fntb",10.6685277132816,10.6789204417358,10.8072157846764,10.6667770078199,10.8816810217818,10.6493548781167,10.1174999609103,10.222262901673,10.4731990267387,"Fntb"
"Focad",10.0539827149082,10.1478579374085,9.98282736768889,9.85710985954811,9.98072580057714,9.81881395724177,10.3152879842284,10.2922179122021,10.3735825590548,"Focad"
"Folh1",6.98198035054209,6.74789687958035,7.08279280818774,8.2125742123118,8.07623410467919,8.54430110147602,6.04663780930595,5.77069638617292,5.66506590905844,"Folh1"
"Folr1",5.38146722834674,5.30416826538087,7.78560182005982,10.4809519523182,5.16316664309124,9.13840624787673,8.98132361176866,8.24726662684327,7.87471252982048,"Folr1"
"Folr2",6.23836602037891,5.94903890033274,6.1216820759491,5.95631205064925,5.10949603477481,5.38365220440539,6.67735710869203,6.50277218788338,6.67627600080518,"Folr2"
"Fopnl",10.5863637352216,10.6624989460602,10.9114867266066,10.8202179138781,10.4264555170618,10.6805030640936,10.742536276517,10.8471945053365,10.3672019760491,"Fopnl"
"Fos",10.1598208935731,8.28290233473901,9.50371624000735,9.99907911703513,9.56551727603672,8.92208603251271,8.38875087324053,7.90777908645902,7.97247931002327,"Fos"
"Fosb",5.92970567901383,4.89850070263331,6.14241577818229,6.45560275256881,6.10006728147027,5.90905034238051,5.21151242391513,4.77365013334238,4.73210749613293,"Fosb"
"Fosl1",8.3935036613578,8.29718896731309,8.39696901262543,8.50556757947946,8.71162136289769,8.76865256316158,7.79519600404082,7.6541917389377,7.71425761887635,"Fosl1"
"Fosl2",9.24963214790666,8.72443500289564,9.87049794003856,9.44016919272435,9.33218872837953,9.09279371470726,8.43005521876355,8.72370495501299,8.83065528558697,"Fosl2"
"Foxb1",4.7250186872057,5.33695776364721,4.8823193403231,3.94681959180372,4.47796538215946,4.55346984993606,6.0688683619773,5.80023540633388,5.66506590905844,"Foxb1"
"Foxc1",8.48906648075768,7.61916322029288,7.81677216090561,7.96415775972965,7.61935820903619,8.07067070883861,8.73028037983619,8.76922388546896,8.44542049124941,"Foxc1"
"Foxc2",7.03424701549832,5.82790653016907,6.53199740552705,6.97735645300798,6.16848465699849,6.94240415720488,6.70509940143576,6.4682258549719,7.07080389474616,"Foxc2"
"Foxd1",7.11402547904223,6.3864168786618,6.31567495035975,6.70835866726626,6.46595144014534,6.50698038836322,7.23549896776266,7.4617562227336,7.56072629623861,"Foxd1"
"Foxd2",4.86331195426415,4.50284177895054,5.05704934452337,4.90235884448628,4.92715380788356,5.03649713111895,5.29917629650479,5.25326633833327,5.46572700750136,"Foxd2"
"Foxd2os",4.9812832044218,4.7284351313303,4.94452400717006,5.32605806654545,4.8568339971039,4.72626994137703,5.2562692110534,5.25326633833327,5.37511388073105,"Foxd2os"
"Foxf1",6.08288996082531,6.05963588649376,6.27907887267862,6.01294934869578,6.05237821891682,5.88511839729752,6.36380266837084,6.37780001191365,6.21874426893166,"Foxf1"
"Foxf2",7.92022598135138,7.93529225737612,8.01779189906872,7.03069349305157,7.31610910592862,7.30810016788624,8.53220024242385,8.44595626361253,8.53025056516994,"Foxf2"
"Foxg1",4.2982061523158,4.26915876137029,3.94681959180372,4.34284185378424,4.32345067233676,3.94681959180372,3.94681959180372,6.06274774589844,3.94681959180372,"Foxg1"
"Foxh1",4.2982061523158,4.66175414106674,4.65918668651895,4.50514889364436,4.32345067233676,4.29878195671709,4.30797798885145,3.94681959180372,4.50548537441962,"Foxh1"
"Foxj1",7.85843454759181,7.69149537805001,8.56013235352048,9.17408523317599,8.93079420136168,8.93575113786355,9.09598583835143,8.45026517182544,9.03462312287937,"Foxj1"
"Foxj2",10.8008175956851,10.7762530845608,10.7392138163848,11.0595500127197,11.2182501689707,11.1356899283769,10.3532881590945,10.3589362248548,10.4552631053813,"Foxj2"
"Foxj3",11.0030710568927,10.9694093131767,10.836271307198,10.8127338297752,11.1547884453411,11.1788071545367,11.0173186487267,11.0002254325865,10.8012723686342,"Foxj3"
"Foxk1",10.9933440889472,11.014315844913,10.876579223645,10.5124787246182,11.026151552451,10.7708663438279,10.8685801360708,10.8826318589344,11.0925613278197,"Foxk1"
"Foxk2",12.314216458268,12.3198607014391,12.440545523456,11.9365931775088,12.0073777111621,12.0063741331612,12.1501146099461,12.1463836305503,12.1838923895425,"Foxk2"
"Foxl1",4.55248688125715,4.26915876137029,3.94681959180372,4.73164010522718,4.32345067233676,3.94681959180372,4.30797798885145,3.94681959180372,4.62895390602379,"Foxl1"
"Foxl2",6.56252826696979,5.92964002040369,6.38599863791765,5.95631205064925,6.10006728147027,6.06505815205749,7.0228665401757,6.98672347531092,7.23862523151361,"Foxl2"
"Foxl2os",5.92970567901383,5.54262210338804,5.86853267452967,6.11927050808849,6.2121946778855,5.41995755365476,6.79803562954045,6.79367425751746,6.49594669419704,"Foxl2os"
"Foxm1",8.35748342262928,8.58014696587257,8.09091159581994,5.89704101589638,6.00286523465285,5.70333229838485,11.4623786177931,11.2932046516942,11.6374770519525,"Foxm1"
"Foxn2",11.884820684696,11.799080806439,11.4131555556648,10.7804860241622,10.8865224428253,10.7708663438279,10.6746994486346,11.0213358938584,10.4743868617526,"Foxn2"
"Foxn3",11.9139851820461,11.6878671609352,11.625145085921,11.5404048331465,12.0136606393787,11.9241841887972,11.04345254591,11.1465406752493,10.8660560437589,"Foxn3"
"Foxn4",4.44254217144345,4.40173776365751,4.74130856299635,3.94681959180372,3.94681959180372,3.94681959180372,5.2562692110534,5.15449033471646,5.04447783797388,"Foxn4"
"Foxo1",10.0676451329858,9.71940614535637,9.96493384747031,9.74555737707577,10.2117679061355,10.4807857353613,9.62788658599682,9.49125187313943,9.27457524655722,"Foxo1"
"Foxo3",12.9866324248263,12.8965250378803,12.9619676867264,12.912880604538,13.4821577671279,13.4502417701287,12.0025120759991,12.2218987096703,12.1340343365707,"Foxo3"
"Foxo4",9.59500495635847,9.68186729504037,9.65390572349505,10.1358334646339,9.96707576755347,9.9280551304652,10.0648128242953,10.0186559109117,10.1789380422938,"Foxo4"
"Foxo6",6.69961026447263,6.93588109191281,6.64982750341978,5.95631205064925,6.19052064915036,5.81045531276382,8.22937162504659,8.30076911785828,8.5393743931553,"Foxo6"
"Foxo6os",5.03478601889008,4.78939785464179,5.37173878818834,4.73164010522718,4.99210659779452,5.34610297466505,5.00897456605197,3.94681959180372,4.34308198590873,"Foxo6os"
"Foxp1",10.0414490028745,9.96240304694897,9.81164199363731,9.28106360272234,9.61887624584432,9.57184783652793,10.5276834046622,10.5908880818033,10.1583904812471,"Foxp1"
"Foxp2",8.61977388072357,8.44882275762347,8.06003026771655,8.77990463488676,8.69697833878186,8.79888189775679,10.0635034148783,9.88998341455006,9.34383318423896,"Foxp2"
"Foxp3",9.12917879739545,9.25135971448308,9.25450282268504,9.37557243407787,9.09329623735581,9.2693297609479,8.9014310914438,9.00696377835117,9.29624208776023,"Foxp3"
"Foxp4",11.1666407061891,11.2358128136622,11.1711741699023,11.2709249034774,11.4402763978588,11.0930728845187,11.5020603206063,11.4479910085632,11.8646160160886,"Foxp4"
"Foxq1",7.93662513820726,7.63053290794358,8.06522358420426,7.38714618479909,7.34479493818256,7.66588543137696,8.56963191946361,8.33846474461919,8.4110297651063,"Foxq1"
"Foxr2",5.6138052100862,5.39969429953076,5.15741732573034,5.42051517239296,5.43698964137173,5.70333229838485,5.11555484286124,5.38582614006356,5.04447783797388,"Foxr2"
"Foxred1",10.3073970506286,10.339102671789,10.5747281579891,10.3265958090144,10.337318493817,10.173690632954,10.2660504666821,10.2533634592948,10.2991147891676,"Foxred1"
"Foxred2",10.6305430334989,10.6120820346919,10.54261238855,10.4583459781353,10.6191181572406,10.6942229457522,9.73376970665907,9.77121988905343,9.83311163329975,"Foxred2"
"Foxs1",6.37751132954801,6.35853011710802,6.60681900692769,6.04035857781257,6.31555373641909,5.70333229838485,6.64904506902105,6.41469918410807,6.88017798094682,"Foxs1"
"Fpgs",8.24804289758274,8.32185353583768,8.46917533561047,8.34848746429245,8.12636348074998,8.13856024290506,9.09342037405979,9.00110790905699,9.36449055614644,"Fpgs"
"Fpgt",9.73392560604438,9.48729876818438,9.28145521833619,9.62464450593689,9.78542621947694,9.97245271893962,9.07793088502292,9.18278885214582,8.63609193723842,"Fpgt"
"Fpr1",4.2982061523158,3.94681959180372,3.94681959180372,4.50514889364436,4.32345067233676,4.55346984993606,4.6636280876042,3.94681959180372,4.50548537441962,"Fpr1"
"Fpr2",3.94681959180372,3.94681959180372,4.45307066566371,3.94681959180372,4.47796538215946,3.94681959180372,3.94681959180372,4.59072332715974,4.62895390602379,"Fpr2"
"Fra10ac1",9.37884024584825,9.32280259485151,9.11661397682139,9.40325596465305,9.31072591664872,9.40120487111608,9.67495567448479,9.62856193789246,9.39994341530011,"Fra10ac1"
"Fras1",8.06146598161352,8.15535651186208,8.11614737327205,7.76044341404754,7.34479493818256,7.82181652025859,9.96315099397553,9.58030923694046,9.58952746437036,"Fras1"
"Frat1",9.13627256686344,9.09687848282893,9.27699801758508,9.43773750734051,9.25187792058675,9.40905974443813,8.85975840355998,8.72370495501299,9.04426099857661,"Frat1"
"Frat2",8.48536352004369,8.76350217741549,8.57110779454122,7.95736039451974,7.89520890169716,7.65927944778832,8.51311249361257,8.70580696251931,8.79683540352074,"Frat2"
"Frem1",9.05874214302197,9.23663600969974,9.00512832967647,8.90847708436277,8.60191942397854,9.19403155787792,9.02775211623906,8.88824391543627,8.54844068694897,"Frem1"
"Frem2",9.61375517610523,9.51653686055408,9.45128114433418,7.11941824305628,7.28683007284024,7.69846407317277,10.7077600590079,10.7511123792028,10.8615238984284,"Frem2"
"Frem3",5.03478601889008,4.40173776365751,4.45307066566371,3.94681959180372,4.47796538215946,4.55346984993606,5.80006125942231,5.80023540633388,5.70119232847481,"Frem3"
"Frg1",9.91248466086286,10.0988583523284,9.92704542270461,10.1313274527418,9.97921549534927,9.91570563303252,10.0946056922942,10.127411141237,10.1642911464796,"Frg1"
"Frg2f1",7.93662513820726,7.9669602187777,8.09599441411501,7.46621162450672,7.70270604843682,7.82181652025859,7.9904656116072,7.85011076804892,7.8962321903878,"Frg2f1"
"Frk",6.25657329436872,5.69368508338692,5.24851174476203,6.37384967940697,5.51485425468901,5.97824951344063,5.97755202855111,6.01439087686892,5.62781666547599,"Frk"
"Frmd3",8.98730106293394,9.05552332659617,8.69666785320589,8.87649645656973,8.68960055748611,8.90828998658352,8.60971167660727,8.84312033586999,8.24797615236749,"Frmd3"
"Frmd4a",12.3147372448686,12.4312752053171,12.1273078665173,10.7756823033933,11.3296845254924,11.1303569394791,13.427831343698,13.3816294976808,13.3686082307632,"Frmd4a"
