,X,res_2.rownames,log_mean_counts,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,logpadj,significant,change,SYMBOL,annotation
911,32385,peak32385,1.644500646,44.10630195,1.183094871,0.35592554,3.323995437,0.000887376,0.015116502,1.820548694,Sig,Up,6820431F20Rik,Promoter
912,32413,peak32413,1.748319747,56.01698714,1.480171023,0.441693601,3.351126259,0.000804836,0.014144197,1.849421716,Sig,Up,2610005L07Rik,Promoter
913,32449,peak32449,1.691380994,49.13387239,1.243483167,0.391205544,3.178592904,0.001479918,0.021921107,1.659137525,Sig,Up,Gm21119,Promoter
925,32927,peak32927,0.93232899,8.557146957,2.733572701,0.966199109,2.829202259,0.00466642,0.046286241,1.334548084,Sig,Up,Msmo1,Promoter
926,33102,peak33102,1.090087052,12.30515396,3.178234074,0.800937856,3.968140661,7.24E-05,0.00250911,2.600480243,Sig,Up,Myo9b,Promoter
927,33125,peak33125,2.075113101,118.8811784,1.016438498,0.203997863,4.98259386,6.27E-07,5.54E-05,4.256170998,Sig,Up,Tmem221,Promoter
928,33127,peak33127,1.56750057,36.94031295,1.392378064,0.364237004,3.822725444,0.000131985,0.003940035,2.404499919,Sig,Up,Tmem221,Promoter
929,33131,peak33131,1.058190319,11.43379282,2.130856408,0.706398213,3.016508776,0.002557038,0.031082153,1.50748891,Sig,Up,Colgalt1,Promoter
930,33152,peak33152,0.807373368,6.417610695,3.432233827,1.228145262,2.794648104,0.005195624,0.049756373,1.303151285,Sig,Up,Tpm4,Promoter
933,33229,peak33229,1.238086796,17.30162107,2.101069481,0.661219234,3.177568607,0.001485155,0.021950831,1.658549033,Sig,Up,Smarca5,Promoter
934,33293,peak33293,1.597856922,39.61475023,1.166074861,0.366054808,3.185519861,0.001444942,0.021474611,1.66807469,Sig,Up,Rtbdn,Promoter
935,33317,peak33317,0.851689029,7.10704441,3.180359483,0.99605289,3.192962456,0.001408213,0.021059548,1.676550959,Sig,Up,Siah1a,Promoter
939,33529,peak33529,1.677264398,47.5624698,1.154338091,0.330172476,3.496166923,0.000471993,0.009768347,2.010178943,Sig,Up,Cpne2,Promoter
942,33683,peak33683,1.919629872,83.10552004,1.091876572,0.237522004,4.596949132,4.29E-06,0.000278992,3.554407723,Sig,Up,1810019D21Rik,Promoter
943,33699,peak33699,1.063586208,11.57673809,2.373308561,0.772762156,3.071201849,0.00213199,0.027782854,1.556223149,Sig,Up,Nob1,Promoter
944,33850,peak33850,0.903406496,8.005832436,2.888955189,0.949955135,3.041149086,0.002356771,0.029639239,1.528132953,Sig,Up,Glg1,Promoter
945,33857,peak33857,0.987021267,9.705574937,2.566113592,0.883410331,2.904781052,0.003675101,0.03925281,1.406129252,Sig,Up,Tmem231,Promoter
948,33992,peak33992,0.918031628,8.280024614,2.552080125,0.855649294,2.982624007,0.002857888,0.033495659,1.475011475,Sig,Up,1700030J22Rik,Promoter
949,34049,peak34049,0.927626725,8.46499538,3.355340937,1.031179473,3.25388647,0.001138378,0.017983939,1.745115191,Sig,Up,Mlycd,Promoter
951,34254,peak34254,0.964601564,9.217254176,2.879384745,0.884655345,3.254809642,0.001134684,0.017962982,1.745621574,Sig,Up,Sipa1l2,Promoter
952,34268,peak34268,0.923434221,8.38367088,2.383753682,0.829641254,2.873234269,0.004062927,0.042001134,1.376738986,Sig,Up,Tarbp1,Promoter
956,34339,peak34339,2.517980609,329.5949959,1.573500552,0.534736732,2.942570533,0.003254996,0.036394649,1.438962462,Sig,Up,Mir101c,Promoter
957,34341,peak34341,3.282788041,1917.732555,1.244519869,0.421506226,2.952553941,0.00315157,0.03563531,1.448119461,Sig,Up,Mir101c,Promoter
962,34504,peak34504,0.974454988,9.428768824,2.798029133,0.881565353,3.173932735,0.001503885,0.022128599,1.655046077,Sig,Up,Smarca4,Promoter
966,34766,peak34766,0.85202813,7.112595821,2.574452297,0.902277722,2.853281459,0.004327028,0.043957063,1.356971329,Sig,Up,Hspa8,Promoter
973,35101,peak35101,1.038962588,10.93862132,2.124082197,0.745536084,2.849066922,0.004384766,0.044384159,1.352772008,Sig,Up,Hoatz,Promoter
975,35192,peak35192,1.562730271,36.53678005,1.092345741,0.358500415,3.04698599,0.002311485,0.029347366,1.53243087,Sig,Up,Cyp1a1,Promoter
979,35640,peak35640,1.027593851,10.65599116,2.973136059,0.98060974,3.031925891,0.002429989,0.030138447,1.520879136,Sig,Up,Mthfs,Promoter
985,35798,peak35798,0.973289792,9.403505686,2.380542836,0.788648473,3.018509408,0.002540215,0.030956357,1.509250152,Sig,Up,Pik3cb,Promoter
987,36059,peak36059,1.812869749,64.99347359,1.437185537,0.274534609,5.234988556,1.65E-07,1.70E-05,4.769691765,Sig,Up,Rnf123,Promoter
988,36090,peak36090,0.853521811,7.137100472,2.972550955,1.054608357,2.81863019,0.004822905,0.047265683,1.325454065,Sig,Up,Cdc25a,Promoter
989,36091,peak36091,1.221726615,16.66198024,2.268097329,0.643926486,3.522292341,0.000427832,0.009159081,2.038148107,Sig,Up,Map4,Promoter
994,36734,peak36734,0.998122856,9.956870446,2.808424218,0.815797527,3.44255054,0.000576256,0.011231218,1.949573126,Sig,Up,E330016L19Rik,Promoter
998,37899,peak37899,1.930235612,85.1599921,1.027972458,0.361996355,2.839731514,0.004515152,0.045305907,1.343845168,Sig,Up,Tsix,Promoter
999,38852,peak38852,0.993954617,9.861764273,3.072001224,0.838818061,3.662297423,0.000249963,0.006200448,2.207576939,Sig,Up,Scml2,Promoter
1000,39036,peak39036,1.793247517,62.1222986,1.445901417,0.377049353,3.83478026,0.000125677,0.003809881,2.419088559,Sig,Up,Asmt,Promoter
1001,39518,peak39518,1.667508105,46.50590554,1.335245104,0.372188612,3.587549598,0.0003338,0.007602226,2.119059221,Sig,Up,Erdr1,Promoter
